Key,Value
4259,你偷偷地发现Tharn和他的残忍令人作呕[/结束],You secretly found Tharn and his cruelty nauseating[/end]
4228,游泳[/结束],swimming[/end]
4406,"磨练你翻墙的能力[/记录]
各种墙壁的攀爬方法[/完]","honing your ability to scale a wall[/record]
methods of climbing varieties of walls[/end]"
4437,治愈[/完],healing[/end]
4652,"一个向导[/记录]
法师[/完]","a wizard[/record]
a mage[/end]"
4419,钝器[/完],blunt weapon[/end]
4563,你培养了幽默感和乐趣[/结束],you developed a sense of humor and a sense of fun[/end]
4551,潜行[/结束],sneak[/end]
4709,"社交上[/记录]
军事上[/记录]
军事上[/完]","socially[/record]
martially[/record]
militarily[/end]"
4707,"精神上[/记录]
世俗[/完]","spiritually[/record]
secularly[/end]"
4769,与 Spriggan 交谈[/结束],converse with the Spriggans[/end]
5292,"不错的决定，年轻的%pcf。[/center]
从这一刻起，你的密码将是[/center]
%dbp。您现在被认为是[/center]
%lev，可以完全访问我们的[/center]
培训师。存在还有其他好处[/center]
即将推出的黑暗兄弟[/center]
当你展示你的实践能力时[/center]
值得。如果你还没有，顺便说一句，[/center]
去过%dng，你[/center]
应该。这是一个可爱的小墓地，[/center]
有很多藏有宝藏的地窖，如果[/center]
你认为盗墓会对你有帮助[/center]
目前财务状况。[/center]
[/结尾]","Good decision, young %pcf.[/center]
From this moment on, your codeword will be[/center]
%dbp. You are now considered a[/center]
%lev, with full access to our[/center]
trainers. There are other benefits of being[/center]
a Dark Brother which will be made available[/center]
upon you demonstrating your practical[/center]
worth. If you haven't, by the way,[/center]
been to %dng, you[/center]
ought to. It's a lovely little cemetery,[/center]
with lots of treasure-laden crypts, if[/center]
you think some graverobbing would aid your[/center]
present financial situation.[/center]
[/end]"
5225,"好吧，孩子，现在听着，我不会[/center]
重复一遍。既然你现在是我们中的一员了，[/center]
只是 %lev，但仍然，[/center]
我会告诉你当地的地下城在哪里[/center]
可能想用来补充你的储藏室。[/center]
让我在你的地图上标记它。就是这里了，[/center]
%dng。现在不说了[/center]
我从来没有为你做过任何事。[/center]
[/记录]","Awright, kid, now lissen, I ain't gonna[/center]
repeat myself. Since you're one of us now,[/center]
just a %lev, but still,[/center]
I'll tell you where a local dungeon is you[/center]
might wanna use to supplement yer stash.[/center]
Lemme mark it on your map. There it is,[/center]
%dng. Now don't say[/center]
I ain't never done anything for ya.[/center]
[/record]
"
6210,"黄色[/记录]
黄色[/记录]
黄色[/记录]
金奖[/记录]
金奖[/记录]
金奖[/记录]
金奖[/记录]
蜡黄[/记录]
柠檬[/记录]
琥珀色[/完]","Yellow[/record]
Yellow[/record]
Yellow[/record]
Gold[/record]
Gold[/record]
Golden[/record]
Golden[/record]
Sallow[/record]
Lemon[/record]
Amber[/end]"
6119,"男人[/记录]
男人[/记录]
男人[/记录]
男人[/记录]
先生[/记录]
%mn[/记录]
%mn[/记录]
%mn[/记录]
大师 %mn[/记录]
主 %mn[/记录]
骑士[/完]","Man[/record]
Man[/record]
Man[/record]
Man[/record]
Gentleman[/record]
%mn[/record]
%mn[/record]
%mn[/record]
Master %mn[/record]
Lord %mn[/record]
Knight[/end]"
5233,"这一天，几乎一致投票[/center]
大法师和议会，你们的头衔[/center]
公会等级为%。作为[/中心]
%lev，您被认为是[/center]
足够负责任和值得信赖[/center]
迪德拉召唤室的权利。我[/中心]
不需要告诉你召唤魔族[/center]
是只有在严重之后才能执行的行为[/center]
考虑。如果您认为有需要，[/center]
值得召唤，公会召唤师将[/center]
帮助你。当然，迪德拉领主可能只是[/center]
在某些特定日期被召集[/center]
整个公会的安全。这是一个坟墓[/center]
权限，%pcn，其中[/center]
公会认为你值得。[/center]
[/结尾]","On this day, by near unanimous vote of[/center]
Archmagister and Council, your title within[/center]
the guild is %lev. As[/center]
%lev, you are considered to be[/center]
responsible and trustworthy enough to have[/center]
rights to the Daedra summoning chamber. I[/center]
don't need to tell you that summoning a Daedra[/center]
is an act to be performed only after serious[/center]
consideration. If the need, in your opinion,[/center]
merits a summoning, the Guild Summoner will[/center]
aid you. Naturally, Daedra lords may only be[/center]
summoned on certain particular days for the[/center]
safety of the Guild as a whole. It is a grave[/center]
privilege, %pcn, of which[/center]
the Guild finds you worthy.[/center]
[/end]"
6304,"庆祝[/记录]
舞蹈[/记录]
节日[/记录]
节日[/记录]
欢乐的[/记录]
欢庆[/记录]
仪式[/记录]
联欢晚会[/记录]
聚会[/记录]
狂欢[/结束]","Celebration of[/record]
Dance of[/record]
Festival of[/record]
Festivity of[/record]
Merrymaking of[/record]
Jubilation of[/record]
Rite of[/record]
Gala of[/record]
Party of[/record]
Orgy of[/end]"
6303,"之战[/记录]
之战[/记录]
之战[/记录]
之战[/记录]
之战[/记录]
战争[/记录]
战斗[/记录]
袭击[/记录]
攻击[/记录]
收费[/记录]
入侵[/记录]
突袭[/记录]
入侵[/记录]
围攻[/记录]
围攻[/完]","Battle of[/record]
Battle of[/record]
Battle of[/record]
Battle of[/record]
Battle of[/record]
War of[/record]
Fight of[/record]
Assault of[/record]
Attack of[/record]
Charge of[/record]
Invasion of[/record]
Raid of[/record]
Invasion of[/record]
Besiegement of[/record]
Siege of[/end]"
7769,"守卫大声说道：“小心点，乡绅。[/左]
那扇门通向地牢。仅[/左]
获得许可的人可以进入。” 微弱[/left]
后面传来嚎叫声和不祥的低吼声[/左]
门让你脊背发凉。[/左]
[/结尾]","The guard speaks up, ""Careful there, Squire.[/left]
That there door opens into the dungeons. Only[/left]
them that has permission can get in.""  Faint[/left]
howls and a low ominous growl from behind[/left]
the door send chills down your spine.[/left]
[/end]"
7268,"你至少掌握了起码的礼仪，只是我不知道。[/记录]
多么令人耳目一新啊。一个有礼貌的%ra。遗憾的是，我对 %key 一无所知。[/record]
啊，%reg 的真正仆人。你可以亲吻我的戒指，但我对%key一无所知。[/record]
%pcn？嗯。我好像记得有位朝臣对你说过好话。遗憾的是我无法帮助你%key。[/record]
％钥匙？听起来不太熟悉。[/记录]
抱歉，%pcf。我帮不了你。[/记录]
我确实问错人了，%pcf。[/end]","You have at least mastered the minimum forms of etiquette, but I just don't know.[/record]
How refreshing. A %ra with manners. Sadly, I know nothing of %key.[/record]
Ah, a true servant of %reg. You may kiss my ring, but I know nothing of %key.[/record]
%pcn? Hmmm. I seem to remember some courtier speaking well of you. Sadly I can't help you with %key.[/record]
%key? Doesn't sound familiar.[/record]
Sorry, %pcf. I can't help you with that.[/record]
I am certainly the wrong person to ask, %pcf.[/end]"
8363,"等待日是一个非常古老的圣日[/center]
龙尾山脉的某些定居点。[/center]
每年这个时候，龙都会[/center]
从沙漠中出来，吞噬恶人，所以[/center]
每个人都把自己锁在里面。[/center]
[/结尾]","The Day of Waiting is a very old holy day among[/center]
certain settlements in the Dragontail Mountains.[/center]
Every year at that time, a dragon is supposed to[/center]
come out of the desert and devour the wicked, so[/center]
everyone locks himself up inside.[/center]
[/end]"
8209,"%mn 实验室[/记录]
%mn 实验室[/记录]
%mn 实验室[/记录]
%mn的实验室[/记录]
%mn 学院[/记录]
%mn的学校[/结束]","%mn Laboratory[/record]
%mn Laboratory[/record]
%mn Laboratory[/record]
The Laboratory of %mn[/record]
The %mn Academy[/record]
The School of %mn[/end]"
8075,"我想不出有什么工作适合像你这样的 %ra。[/record]
为什么在泰姆瑞尔我会给像你这样的%ra提供一份工作？[/record]
也许你应该学习像补卵石这样的手艺。[/记录]
工作？你应该找点别的事来打发时间。[/record]
啊，饮酒班的诅咒。我帮不了你。[/记录]
我们失业了，是吗？你可能会保持这种状态一段时间。[/记录]
我根本没听说过任何作品，没有。[/record]
一个真正想要工作的%ra！太棒了。[/记录]
也许您应该查看其他社区。[/record]
我担心我根本不知道有什么工作。[/记录]
你可能会检查一下……实际上没有人想到。[/end]","I can't think of any work available for a %ra like you.[/record]
Why in Tamriel would I offer a %ra like you a job?[/record]
Maybe you ought to learn a trade like cobbling.[/record]
Work? You ought to find something else to do with your time.[/record]
Ah, the curse of the drinking classes. I can't help you.[/record]
Unemployed, are we? You're likely to remain so for some time.[/record]
I haven't heard of any work at all, no.[/record]
A %ra who actually wants to work! Amazing.[/record]
Perhaps you ought to check in some other community.[/record]
I don't know of any employment at all, I fear.[/record]
You might check with ... No one comes to mind, actually.[/end]"
8365,"刀锋节期间，[/center]
阿利克沙漠庆祝第一届红卫兵的胜利者[/center]
在巨型地精种族之上。故事被认为[/center]
大多数学者认为这是一个神话，但这个假期仍然存在[/center]
在沙漠中很受欢迎。[/center]
[/结尾]","During the Festival of Blades, the people of the[/center]
Alik'r Desert celebrate the victor of the first Redguard[/center]
over a race of giant goblins. The story is considered[/center]
a myth by most scholars, but the holiday is still[/center]
very popular in the desert.[/center]
[/end]"
8402,"新生节提前几天到来[/center]
与 Saturalia 一起在 Wayrest 举行，传统上举行[/center]
25日晚星。本来是一个[/center]
一个早已被遗忘的放荡之神的假期，[/center]
它已经成为送礼、聚会的时刻，[/center]
和游行。鼓励参观者[/center]
参加。[/中心]
[/结尾]","The New Life festival comes a few days early[/center]
in Wayrest with Saturalia, traditionally held[/center]
on the 25th of Evening Star. Originally a[/center]
holiday for a long forgotten god of debauchery,[/center]
it has become a time of gift giving, parties,[/center]
and parading. Visitors are encouraged[/center]
to participate.[/center]
[/end]"
8705,"（仅限脚轮）[/左]
[/左边]
《欧格玛无限》是一本巨著[/左]
不老者所写的知识，[/左]
巫师贤者 Xarses。所有阅读过的人[/左]
无限充满了能量[/左]
可以操纵的工件[/left]
能力提升到接近半神[/左]
比例。一旦使用，传说就有了，[/左]
Infinium将从它的[/left]中消失
持有者。剩下 30 点奖励[/左]
分配给角色的点数[/left]
想要的属性。[/左]
[/左边]
法术：无[/左]
[/结尾]","(caster only)[/left]
[/left]
The Oghma Infinium is a tome of[/left]
knowledge written by the Ageless One,[/left]
the wizard-sage Xarses. All who read the[/left]
Infinium are filled with the energy of[/left]
the artifact which can be manipulated to[/left]
raise one s abilities to near demi-god[/left]
proportions. Once used, legend has it,[/left]
the Infinium will disappear from its[/left]
wielder. It leaves one with 30 bonus[/left]
points to distribute among the character's[/left]
attributes as one wants.[/left]
[/left]
Spells: None[/left]
[/end]"
8393,"公元121年霜降二十三日[/中心]
第一纪元，女皇金泰拉·赛普汀二世[/center]
在帝国地牢中死去[/center]
根据她表弟和[/center]的命令在格伦波因特
篡夺者塞弗鲁斯一世。她的死被铭记在[/center]
格伦波因特这一天被称为破碎钻石。[/center]
这是默祷智慧的一天[/中心]
以及泰姆瑞尔皇室的仁慈。[/center]
[/结尾]","On the 23rd of Frost Fall in the 121st year of[/center]
the first era, the empress Kintyra Septim II[/center]
met her death in the imperial dungeons[/center]
in Glenpoint on the orders of her cousin and[/center]
usurper Cephorus I. Her death is remembered in[/center]
Glenpoint as the day called Broken Diamonds.[/center]
It is a day of silent prayer for the wisdom[/center]
and benevolence of the imperial family of Tamriel.[/center]
[/end]"
